corsid,state,site_name,site_code,Latitue,,,coordinates_of_sites_dms_lat,Longitude,,,coordinates_of_sites_dms_long,coordinates_of_sites_dms_elp_height,gdc_username,vendor_username
50838A001,Himachal Pradesh,SHIMLA,SHIM,31,7,5.11262,31 7 5.112616416,77,13,3.90853,77 13 3.908525272,2179.92121,"Punjab, Haryana, Himachal Pardesh  & Chandigarh, Geo-spatial Directorate",Trimble
50839A001,Maharashtra,SHIRUR,SHIR,18,49,37.71141,18 49 37.71141,74,22,53.30346,74 22 53.30346,493.4542,Maharashtra and Goa Geo-spatial Directorate,Hexagon
50840A001,Andaman & Nicobar Islands,SHOALBAY,SHOL,11,51,23.57116,11 51 23.5711640709174,92,44,6.49097,92 44 6.49096815450942,-38.63353,"Tamilnadu, Pondicherry and Andaman & Nicobar Island Geo-spatial Directorate",Hexagon
50841A001,Jammu & Kashmir,SHOPIAN,SOPN,33,44,34.30008,33 44 34.3000793314583,74,50,19.82207,74 50 19.8220707364921,1929.82862,Jammu & Kashmir and Ladakh Geo-spatial Directorate,Hexagon
50842A001,Rajasthan,SHRIVIJAYNAGAR,SHRI,29,14,19.02036083,29 14 19.0203608289289,73,31,5.637886762,73 31 5.63788676206984,115.9494478,Rajasthan Geo-spatial Directorate,Trimble
50843A001,Madhya Pradesh,SIHAWAL,SIHA,24,33,39.38786,24 33 39.38786043,82,14,39.65605,82 14 39.65604951,182.76093,Madhya Pradesh Geo-spatial Directorate,Trimble
50844A001,Rajasthan,SIKAR,SIKA,27,35,47.42005329,27 35 47.42005329,75,11,25.21433033,75 11 25.21433033,398.9408317,Rajasthan Geo-spatial Directorate,Trimble
50845A001,Madhya Pradesh,SILWANI,SILW,23,18,13.47419,23 18 13.4741863039892,78,26,6.15563,78 26 6.15563227354898,305.05983,Madhya Pradesh Geo-spatial Directorate,Trimble
50846A001,Jharkhand,SIMDEGA,SEGA,22,36,37.96436,22 36 37.9643638567768,84,29,33.05234,84 29 33.0523397122707,378.68225,Jharkhand & Bihar  Geo-spatial Directorate,Hexagon
50847A001,Karnataka,SINDANURU,SNUR,15,46,7.28613,15 46 7.28613,76,43,56.0656,76 43 56.0656,314.5949,Karnataka Geo-spatial Directorate,Hexagon
50848A001,Rajasthan,SINDHARI,SIND,25,33,53.25017,25 33 53.250166,71,55,46.16103,71 55 46.161029,44.288,Rajasthan Geo-spatial Directorate,Trimble
50849A001,Manipur,SINGHAT,SINT,24,8,40.46642445,24 8 40.466424449,93,35,32.47629054,93 35 32.476290543,946.578284,Assam & Nagaland and TMMz Geo-Spatial Directorate,Trimble
50850A001,Madhya Pradesh,SINGOLI,SING,24,58,2.31105,24 58 2.31104531063403,75,17,32.95591,75 17 32.9559086003841,326.40186,Madhya Pradesh Geo-spatial Directorate,Trimble
50851A001,Madhya Pradesh,SINGRAULINAGAR,SRNG,24,4,36.24778,24 4 36.2477771814192,82,36,26.73816,82 36 26.7381609968247,225.33392,Madhya Pradesh Geo-spatial Directorate,Trimble
50852A001,Madhya Pradesh,SIRALI,SIRA,22,8,47.53199,22 8 47.5319948320731,77,3,49.55753,77 3 49.5575347600644,246.1865,Madhya Pradesh Geo-spatial Directorate,Trimble
50853A001,Rajasthan,SIROHI,SIRO,24,53,59.35801,24 53 59.3580053769757,72,50,2.48044,72 50 2.48044457502736,237.0963,Rajasthan Geo-spatial Directorate,Trimble
50854A001,Madhya Pradesh,SIRONJ,SRNJ,24,5,46.54114,24 5 46.541141,77,40,37.03666,77 40 37.0366575,417.83326,Madhya Pradesh Geo-spatial Directorate,Trimble
50855A001, Haryana,SIRSA,SIRS,29,32,56.64963,29 32 56.64962792,75,2,56.05656,75 2 56.0565565,157.8523,"Punjab, Haryana, Himachal Pardesh  & Chandigarh, Geo-spatial Directorate",Trimble
50856A001,Andaman & Nicobar Islands,SITANAGAR,SITA,13,13,27.47752,13 13 27.4775239,92,56,1.56149,92 56 1.561491989,-26.48598,"Tamilnadu, Pondicherry and Andaman & Nicobar Island Geo-spatial Directorate",Hexagon
50857A001,Chhattisgarh,SITAPUR,STPR,22,47,19.40898,22 47 19.40898,83,29,30.26151,83 29 30.26151,543.31908,Odisha & Chhattishgarh Geo-spatial Directorate,Trimble
50858A001,Tamilnadu,SIVAGANGAI,SIVA,9,51,41.08235,9 51 41.0823452302961,78,29,23.05661,78 29 23.0566120723669,22.30999,"Tamilnadu, Pondicherry and Andaman & Nicobar Island Geo-spatial Directorate",Hexagon
50859A001,Tamilnadu,SIVAGIRI,SGIR,9,20,48.25571,9 20 48.2557139630753,77,26,2.77514,77 26 2.77514156189711,82.02809,"Tamilnadu, Pondicherry and Andaman & Nicobar Island Geo-spatial Directorate",Hexagon
50860A001,Karnataka,SOMWARPET,SPET,12,35,45.63698,12 35 45.63698,75,50,32.3794,75 50 32.3794,1023.8572,Karnataka Geo-spatial Directorate,Hexagon
50861A001,Jammu & Kashmir,SONMARG,SARG,34,17,54.69228,34 17 54.6922778056347,75,18,28.72605,75 18 28.7260456789151,2671.68748,Jammu & Kashmir and Ladakh Geo-spatial Directorate,Hexagon
50862A001,Andaman & Nicobar Islands,SOUTH CREEK,SEEK,12,10,38.37594,12 10 38.3759435,92,47,16.36617,92 47 16.36617065,-34.81648,"Tamilnadu, Pondicherry and Andaman & Nicobar Island Geo-spatial Directorate",Hexagon
50863A001,Mizoram,SOUTHBUNGTLANG,SOUB,22,21,0.815577193,22 21 0.815577193,92,45,32.45858972,92 45 32.458589724,544.007168,Assam & Nagaland and TMMz Geo-Spatial Directorate,Trimble
50864A001,Mizoram,SOUTHKHAWBUNG,SOUT,23,9,51.6002443,23 9 51.600244304,93,13,9.14566881,93 13 9.14566881,1257.413414,Assam & Nagaland and TMMz Geo-Spatial Directorate,Trimble
50865A001,Rajasthan,SRIDUNGARGARH,SRID,28,5,12.12379,28 5 12.123794,74,0,42.73236,74 0 42.732359,227.9224,Rajasthan Geo-spatial Directorate,Trimble
50866A001,Jammu & Kashmir,SRINAGAR,SRIN,34,3,30.72167,34 3 30.7216702137765,74,48,32.04351,74 48 32.0435061222021,1556.25139,Jammu & Kashmir and Ladakh Geo-spatial Directorate,Hexagon
50867A001,Tamilnadu,SRIRANGAM,SRGM,10,51,24.01244,10 51 24.0124404900155,78,42,3.33588,78 42 3.33587680708711,-11.65735,"Tamilnadu, Pondicherry and Andaman & Nicobar Island Geo-spatial Directorate",Hexagon
50868A001,Gujarat,SUIGAM,SUIG,24,9,1.46083,24 9 1.46083138033588,71,22,9.06884,71 22 9.06883515113621,-33.31164,Gujarat Daman & Diu Geo-spatial Directorate,Hexagon
50869A001,Himachal Pradesh,SUJANPUR,SUJA,31,51,44.84238,31 51 44.842379325051,76,29,12.41633,76 29 12.4163316425953,546.59288,"Punjab, Haryana, Himachal Pardesh  & Chandigarh, Geo-spatial Directorate",Trimble
50870A001,Uttarpradesh,SULTANPUR,SULT,26,15,48.3194,26 15 48.3194049957825,82,4,14.57529,82 4 14.575290776776,33.912,Uttar Pradesh Geo-spatial Directorate,Trimble
50871A001,Madhya Pradesh,SULTANPURMP,STMP,23,7,28.07983,23 7 28.07983029,77,55,29.74427,77 55 29.7442696,318.17406,Madhya Pradesh Geo-spatial Directorate,Trimble
50872A001,Rajasthan,SULTANPUTRJ,SPRJ,25,16,55.10224,25 16 55.1022415837249,76,10,52.60589,76 10 52.6058875827372,184.6355,Rajasthan Geo-spatial Directorate,Trimble
50873A001,Punjab,SUNAM,SUNA,30,8,22.4688552,30 8 22.4688551961335,75,48,27.25092914,75 48 27.2509291442909,185.3793413,"Punjab, Haryana, Himachal Pardesh  & Chandigarh, Geo-spatial Directorate",Trimble
50874A001,Jharkhand,SUNDARPAHARI,SUND,24,45,28.9908,24 45 28.99079643058,87,21,18.29398,87 21 18.2939774267702,104.7093,Jharkhand & Bihar  Geo-spatial Directorate,Hexagon
50875A001,Jammu & Kashmir,SUNDERBANI,SUNI,33,2,51.56056,33 2 51.5605612448303,74,29,28.0194,74 29 28.0194030733529,542.10929,Jammu & Kashmir and Ladakh Geo-spatial Directorate,Hexagon
50876A001,Himachal Pradesh,SUNDERNAGAR,SUND,31,30,41.21346,31 30 41.21346,76,53,15.46979,76 53 15.46979,903.315,"Punjab, Haryana, Himachal Pardesh  & Chandigarh, Geo-spatial Directorate",Trimble
50877A001,Chhattisgarh,SURAJPUR,SRJP,23,12,45.6649,23 12 45.6649,82,52,17.68403,82 52 17.68403,489.7004,Odisha & Chhattishgarh Geo-spatial Directorate,Trimble
50878A001,Jammu & Kashmir,SURANKOTE,SUTE,33,38,9.78239,33 38 9.78239308793157,74,16,23.23683,74 16 23.236832026469,1332.38796,Jammu & Kashmir and Ladakh Geo-spatial Directorate,Hexagon
50879A001,Gujarat,SURAT,SURA,21,11,39.89916,21 11 39.8991623007402,72,43,57.54646,72 43 57.5464609630481,-51.68103,Gujarat Daman & Diu Geo-spatial Directorate,Hexagon
50880A001,Gujarat,SURENDERNAGAR,SURE,22,43,30.21826,22 43 30.2182588,71,37,30.88794,71 37 30.8879403,20.51647,Gujarat Daman & Diu Geo-spatial Directorate,Hexagon
50881A001,Andaman & Nicobar Islands,SWARAJDWEEP,SEEP,12,1,56.27105,12 1 56.2710495317067,92,59,53.16982,92 59 53.1698214317947,-55.04435,"Tamilnadu, Pondicherry and Andaman & Nicobar Island Geo-spatial Directorate",Hexagon
50882A001,Gujarat,TALALA,TALA,21,4,41.83243,21 4 41.8324269,70,32,55.19978,70 32 55.19978473,42.41601,Gujarat Daman & Diu Geo-spatial Directorate,Hexagon
50884A001,Maharashtra,TALEGAON,TGAN,20,4,35.53554,20 4 35.53554,75,39,16.34444,75 39 16.34444,537.9359,Maharashtra and Goa Geo-spatial Directorate,Hexagon
50885A001,Odisha,TALSARA,TSRA,22,21,1.90695,22 21 1.90695179777952,84,5,50.90254,84 5 50.9025412526709,266.59916,Odisha & Chhattishgarh Geo-spatial Directorate,Hexagon
50886A001,Punjab,TALWARA,TALW,31,56,34.99279,31 56 34.992788,75,53,21.97468,75 53 21.974679,294.5248,"Punjab, Haryana, Himachal Pardesh  & Chandigarh, Geo-spatial Directorate",Trimble
50887A001,Jharkhand,TAMAR,TMAR,23,3,11.19593,23 3 11.1959293410265,85,39,41.90694,85 39 41.9069408648855,198.35437,Jharkhand & Bihar  Geo-spatial Directorate,Hexagon
50888A001,Manipur,TAMENGLONG,TAME,24,59,56.91009203,24 59 56.910092026,93,28,42.30966058,93 28 42.309660575,851.731225,Assam & Nagaland and TMMz Geo-Spatial Directorate,Trimble
50889A001,Telangana,TAMSI,TAMS,19,41,13.84132,19 41 13.8413208776097,78,25,20.13704,78 25 20.1370371568058,218.70287,AndhraPradesh &Telangana Geo-spatial Directorate,Trimble
50890A001,Odisha,TANDABAI,TADA,17,58,31.47429,17 58 31.4742867279406,81,32,12.94144,81 32 12.9414377323955,40.16735,Odisha & Chhattishgarh Geo-spatial Directorate,Hexagon
50891A001,Ladakh,TANGTSE,TANT,34,2,12.24117,34 2 12.2411702561498,78,9,59.84972,78 9 59.8497158928186,3908.91366,Jammu & Kashmir and Ladakh Geo-spatial Directorate,Hexagon
50892A001,Gujarat,TANKARA,TANK,22,39,26.36787,22 39 26.3678663966765,70,44,49.46831,70 44 49.4683130599702,6.49738,Gujarat Daman & Diu Geo-spatial Directorate,Hexagon
50893A001,Jammu & Kashmir,TANMARG,TANG,34,3,38.36505,34 3 38.365053392124,74,25,46.62755,74 25 46.6275460090142,2104.12832,Jammu & Kashmir and Ladakh Geo-spatial Directorate,Hexagon
50894A001,Rajasthan,TARANAGAR,TARA,28,39,31.76159298,28 39 31.761592984909,75,2,8.279693171,75 2 8.27969317069381,181.6168524,Rajasthan Geo-spatial Directorate,Trimble
50895A001,Punjab,TARNTARAN,TARN,31,17,11.71674,31 17 11.71673642,74,51,7.64923,74 51 7.64923194,177.7064,"Punjab, Haryana, Himachal Pardesh  & Chandigarh, Geo-spatial Directorate",Trimble
50896A001,Maharashtra,TELHARA,TELH,21,1,37.29956,21 1 37.29956,76,51,11.7313,76 51 11.7313,222.1026,Maharashtra and Goa Geo-spatial Directorate,Hexagon
50897A001,Nagaland,TENING,TENI,25,20,54.7076889,25 20 54.707688897,93,35,49.93014082,93 35 49.930140816,1259.012829,Assam & Nagaland and TMMz Geo-Spatial Directorate,Trimble
50899A001,Madhya Pradesh,TEOTHAR,TEOT,24,59,13.07833,24 59 13.0783289954191,81,39,6.14912,81 39 6.14912078967249,49.34894,Madhya Pradesh Geo-spatial Directorate,Trimble
50900A001,Assam,TEZPUR,TEZP,26,37,18.70455958,26 37 18.704559576,92,48,11.54149203,92 48 11.541492034,25.872946,Assam & Nagaland and TMMz Geo-Spatial Directorate,Trimble
50901A001,Arunanchal Pradesh,TEZU,TEZU,27,55,19.97710934,27 55 19.977109338,96,10,1.286831428,96 10 1.286831428,180.824941,Meghalaya and Arunachal Pradesh Geo-spatial Directorate,Trimble
50902A001,Kerla,THABORE,TORE,12,14,50.42052,12 14 50.4205194,75,21,39.93285,75 21 39.93284539,124.38674,Kerla & Lakshdweep Wing,Hexagon
50903A001,Bihar,THAKURGANJ,THAK,26,25,32.422505,26 25 32.4225050171437,88,7,15.332838,88 7 15.3328375007121,19.672042,Jharkhand & Bihar  Geo-spatial Directorate,Trimble
50904A001,Tamilnadu,THANDRAMPATTU,TDPT,12,9,19.10584,12 9 19.1058443600669,78,56,41.48879,78 56 41.488790617523,100.33659,"Tamilnadu, Pondicherry and Andaman & Nicobar Island Geo-spatial Directorate",Hexagon
50905A001,Gujarat,THARAD,THAR,24,23,13.24249,24 23 13.2424855,71,37,22.32785,71 37 22.32784888,4.98084,Gujarat Daman & Diu Geo-spatial Directorate,Hexagon
50906A001,Karnataka,THIRITHAHALLI,TLLI,13,41,55.86158,13 41 55.86158,75,15,21.06372,75 15 21.06372,566.7395,Karnataka Geo-spatial Directorate,Hexagon
50908A001,Tamilnadu,THIRUCHENGODE,TCGD,11,22,38.93142,11 22 38.931418273114,77,53,38.53569,77 53 38.5356857929462,161.78026,"Tamilnadu, Pondicherry and Andaman & Nicobar Island Geo-spatial Directorate",Hexagon
50909A001,Tamilnadu,THIRUPORUR,THIR,12,43,9.71337,12 43 9.71337492607909,80,11,8.5852,80 11 8.58519958680897,-64.91979,"Tamilnadu, Pondicherry and Andaman & Nicobar Island Geo-spatial Directorate",Hexagon
50910A001,Tamilnadu,THIRUVAIYARU,TVYR,10,52,57.36448,10 52 57.3644827759669,79,6,37.39686,79 6 37.3968561853124,-41.08527,"Tamilnadu, Pondicherry and Andaman & Nicobar Island Geo-spatial Directorate",Hexagon
50911A001,Tamilnadu,THIRUVALLUR,TIRV,13,8,32.06759,13 8 32.0675919036603,79,53,39.70761,79 53 39.7076077404374,-31.34682,"Tamilnadu, Pondicherry and Andaman & Nicobar Island Geo-spatial Directorate",Hexagon
50912A001,Kerla,THIRUVANANTHAPUR,TIRU,8,18,37.20442,8 18 37.2044166957217,77,4,31.95806,77 4 31.9580607866559,-88.09811,Kerla & Lakshdweep Wing,Hexagon
50913A001,Telangana,THOGUTA,THOG,18,0,44.25233,18 0 44.2523270982934,78,42,58.15701,78 42 58.157013336127,440.1449,AndhraPradesh &Telangana Geo-spatial Directorate,Trimble
50914A001,Tamilnadu,THOOTHUKUDI,TTKD,8,47,2.74815,8 47 2.74814964514632,78,5,57.02759,78 5 57.027589732243,-72.78843,"Tamilnadu, Pondicherry and Andaman & Nicobar Island Geo-spatial Directorate",Hexagon
50915A001,Odisha,THUAMUL RAMPUR,THUR,19,33,14.39587,19 33 14.3958658064489,82,56,3.58185,82 56 3.58184952481708,636.24479,Odisha & Chhattishgarh Geo-spatial Directorate,Hexagon
50916A001,Assam,TINSUKIA,TINS,27,29,5.714772124,27 29 5.714772124,95,20,53.92338151,95 20 53.923381512,69.682668,Assam & Nagaland and TMMz Geo-Spatial Directorate,Trimble
50917A001,Goa,TIVIM,TIVI,15,37,20.81411,15 37 20.8141060747235,73,51,15.0811,73 51 15.0810996535078,-57.0898,Maharashtra and Goa Geo-spatial Directorate,Hexagon
50918A001,Jharkhand,TORPA,TRPA,22,55,59.71351,22 55 59.7135101,85,5,10.88481,85 5 10.88480896,459.21751,Jharkhand & Bihar  Geo-spatial Directorate,Hexagon
50919A001,Mizoram,TUIPANG,TUIP,22,19,2.933210473,22 19 2.933210473,93,1,28.02089044,93 1 28.020890435,1298.424369,Assam & Nagaland and TMMz Geo-Spatial Directorate,Trimble
50920A001,Maharashtra,TUOD,TUOD,17,52,46.34426,17 52 46.34426,76,18,15.28034,76 18 15.28034,537.5981,Maharashtra and Goa Geo-spatial Directorate,Hexagon
50921A001,Arunanchal Pradesh,TUTING,TUTI,28,59,35.87505153,28 59 35.875051533,94,53,32.20208198,94 53 32.20208198,524.505585,Meghalaya and Arunachal Pradesh Geo-spatial Directorate,Trimble
50922A001,Assam,UDALGURI,UDAL,26,43,59.74406167,26 43 59.744061666,92,5,34.83801139,92 5 34.838011385,57.196749,Assam & Nagaland and TMMz Geo-Spatial Directorate,Trimble
50923A001,Odisha,UDAYAGIRI,UDAY,19,9,40.01706,19 9 40.0170643057444,84,8,32.48247,84 8 32.4824670433524,524.45236,Odisha & Chhattishgarh Geo-spatial Directorate,Hexagon
50924A001,Maharashtra,UDGIR,UDGR,18,23,47.26832,18 23 47.26832,77,8,33.05739,77 8 33.05739,555.1117,Maharashtra and Goa Geo-spatial Directorate,Hexagon
50925A001,Jammu & Kashmir,UDHAMPUR,UDHM,32,56,1.80695,32 56 1.8069501785657,75,8,43.71226,75 8 43.7122593419227,728.63017,Jammu & Kashmir and Ladakh Geo-spatial Directorate,Hexagon
50926A001,Karnataka,UDUPI,UDPI,13,21,48.34861,13 21 48.34861,74,47,9.97952,74 47 9.97952,1.0919,Karnataka Geo-spatial Directorate,Hexagon
50927A001,Madhya Pradesh,UJJAIN,UJJA,23,9,58.14852,23 9 58.148524335227,75,48,44.95594,75 48 44.9559375347157,446.64287,Madhya Pradesh Geo-spatial Directorate,Trimble
50928A001,Tamilnadu,ULUNDURPET,ULUN,11,41,26.61569,11 41 26.6156941691687,79,17,18.17862,79 17 18.1786216455877,-8.39394,"Tamilnadu, Pondicherry and Andaman & Nicobar Island Geo-spatial Directorate",Hexagon
50929A001,Maharashtra,UMARI NANDED,UNAD,19,2,44.41297,19 2 44.41297,77,38,3.039,77 38 3.039,310.4147,Maharashtra and Goa Geo-spatial Directorate,Hexagon
50930A001,Odisha,UMARKOTE,UMAR,19,39,51.69064,19 39 51.6906358143153,82,12,15.38709,82 12 15.3870903857595,556.01147,Odisha & Chhattishgarh Geo-spatial Directorate,Hexagon
50931A001,Assam,UMRONGSO,UMRO,25,30,17.65975743,25 30 17.659757428,92,44,0.604269221,92 44 0.604269221,615.837369,Assam & Nagaland and TMMz Geo-Spatial Directorate,Trimble
50932A001,Madhya Pradesh,UNCHERA,UNCH,24,21,58.64522,24 21 58.6452228790489,80,46,37.79857,80 46 37.7985686574608,270.2875,Madhya Pradesh Geo-spatial Directorate,Trimble
50933A001,Gujarat,UPLETA,UPLE,21,44,29.84149,21 44 29.8414908271862,70,16,33.54885,70 16 33.5488525038492,-2.07765,Gujarat Daman & Diu Geo-spatial Directorate,Hexagon
50934A001,Maharashtra,UPVALE,UPVL,17,51,47.37379,17 51 47.37379,74,22,54.6631,74 22 54.6631,593.609,Maharashtra and Goa Geo-spatial Directorate,Hexagon
50935A001,Maharashtra,URAN KARANJA,URAN,18,50,47.03953,18 50 47.03953,72,56,59.94179,72 56 59.94179,-62.1673,Maharashtra and Goa Geo-spatial Directorate,Hexagon
50937A001,Gujarat,VADODARA,VADO,22,19,2.95522,22 19 2.95521610848171,73,15,20.15644,73 15 20.1564366154938,-16.6118,Gujarat Daman & Diu Geo-spatial Directorate,Hexagon
50938A001,Rajasthan,VALLABHNAGAR,VALL,24,40,46.97185,24 40 46.9718528445018,74,0,9.35991,74 0 9.35991387176193,436.4486,Rajasthan Geo-spatial Directorate,Trimble
50939A001,Tamilnadu,VALPARAI,VALP,10,19,26.11098,10 19 26.1109798301023,76,57,16.08369,76 57 16.0836858935641,976.77925,"Tamilnadu, Pondicherry and Andaman & Nicobar Island Geo-spatial Directorate",Hexagon
50940A001,Gujarat,VALSAD,VALS,20,36,21.47051,20 36 21.4705132017995,72,55,34.19019,72 55 34.1901886882083,-33.92706,Gujarat Daman & Diu Geo-spatial Directorate,Hexagon
50941A001,Tamilnadu,VANUR,VNUR,12,1,10.49339,12 1 10.4933913287756,79,43,54.93022,79 43 54.9302162828988,-55.54825,"Tamilnadu, Pondicherry and Andaman & Nicobar Island Geo-spatial Directorate",Hexagon
50942A001,Gujarat,VARAHI,VAHI,23,47,19.64926,23 47 19.6492583686597,71,26,41.47023,71 26 41.4702334392521,-28.77797,Gujarat Daman & Diu Geo-spatial Directorate,Hexagon
50943A001,Uttarpradesh,VARANASI,VARA,25,19,20.266995,25 19 20.2669953317647,82,59,35.069524,82 59 35.0695239471639,16.580132,Uttar Pradesh Geo-spatial Directorate,Trimble
50944A001,Maharashtra,VASAI,VSAI,19,20,10.6723,19 20 10.6723,72,48,11.17222,72 48 11.17222,-59.2589,Maharashtra and Goa Geo-spatial Directorate,Hexagon
50945A001,Kerla,VAZHIKKADAVU,VAVU,11,19,5.63352,11 19 5.63351557153043,76,15,54.61426,76 15 54.6142595846985,-61.35516,Kerla & Lakshdweep Wing,Hexagon
50946A001,Tamilnadu,VEDHARANYAM,VEDA,10,22,37.89658,10 22 37.8965842563644,79,51,13.68317,79 51 13.6831746204329,-83.94172,"Tamilnadu, Pondicherry and Andaman & Nicobar Island Geo-spatial Directorate",Hexagon
50947A001,Madhya Pradesh,VIDISHA,VIDI,23,30,40.60827,23 30 40.6082652547456,77,47,43.4686,77 47 43.4685977466715,371.49213,Madhya Pradesh Geo-spatial Directorate,Trimble
50948A001,Karnataka,VIJAYAPUR,VJPR,16,49,47.89794,16 49 47.89794,75,41,19.23698,75 41 19.23698,541.7838,Karnataka Geo-spatial Directorate,Hexagon
50949A001,Telangana,VIKARABADH,VIKR,17,20,7.00172,17 20 7.00171542481232,77,53,56.05651,77 53 56.0565114727904,568.20123,AndhraPradesh &Telangana Geo-spatial Directorate,Trimble
50950A001,Rajasthan,VISMA,VISM,24,54,47.38137,24 54 47.3813676307465,73,24,15.45349,73 24 15.4534931407571,803.314,Rajasthan Geo-spatial Directorate,Trimble
50951A001,Gujarat,VYARA,VARA,21,6,39.99345,21 6 39.9934549254606,73,23,13.07205,73 23 13.0720521575065,29.72092,Gujarat Daman & Diu Geo-spatial Directorate,Hexagon
50952A001,Maharashtra,WADGAON,WADG,18,44,32.33303,18 44 32.33303,73,37,47.71088,73 37 47.71088,564.5952,Maharashtra and Goa Geo-spatial Directorate,Hexagon
50953A001,Chhattisgarh,WADRUPNAGAR,WDRN,23,45,21.12274,23 45 21.1227443840317,83,12,31.75561,83 12 31.7556100463222,405.56424,Odisha & Chhattishgarh Geo-spatial Directorate,Trimble
50954A001,Maharashtra,WADS,WADS,20,37,2.23531,20 37 2.23531,79,58,6.96562,79 58 6.96562,172.5968,Maharashtra and Goa Geo-spatial Directorate,Hexagon
50955A001,Arunanchal Pradesh,WALONG,,28,7,52.27587953,28 7 52.275879529,97,0,59.09203745,97 0 59.092037453,1201.399548,Meghalaya and Arunachal Pradesh Geo-spatial Directorate,Trimble
50956A001,Maharashtra,WANI,WANI,20,3,29.51861,20 3 29.51861,78,56,54.50198,78 56 54.50198,151.1649,Maharashtra and Goa Geo-spatial Directorate,Hexagon
50957A001,Mizoram,WESTBUNGHMUM,WEST,23,10,58.2306124,23 10 58.230612399,92,29,7.912090714,92 29 7.912090714,735.738459,Assam & Nagaland and TMMz Geo-Spatial Directorate,Trimble
50958A001,Meghalaya,WILLIAMNAGAR,WILL,25,30,32.16296035,25 30 32.162960352,90,36,42.80545079,90 36 42.805450793,228.778383,Meghalaya and Arunachal Pradesh Geo-spatial Directorate,Trimble
50959A001,Karnataka,YADGIR,YDGR,16,46,15.95789,16 46 15.95789,77,7,5.87135,77 7 5.87135,293.0716,Karnataka Geo-spatial Directorate,Hexagon
50960A001, Haryana,YAMUNANAGAR,YAMU,30,8,50.87147,30 8 50.87146656,77,17,19.71478,77 17 19.71477935,233.387,"Punjab, Haryana, Himachal Pardesh  & Chandigarh, Geo-spatial Directorate",Trimble
50961A001,Maharashtra,YEDSHI,YDSI,18,19,21.67069,18 19 21.67069,75,57,50.28555,75 57 50.28555,612.403,Maharashtra and Goa Geo-spatial Directorate,Hexagon
50962A001,Karnataka,YELANDUR,YLDR,12,3,6.99525,12 3 6.99525,77,1,49.21206,77 1 49.21206,570.8318,Karnataka Geo-spatial Directorate,Hexagon
50963A001,Arunanchal Pradesh,YINGKIONG,YING,28,37,58.29433992,28 37 58.294339923,95,1,36.64076833,95 1 36.640768326,402.418757,Meghalaya and Arunachal Pradesh Geo-spatial Directorate,Trimble
50964A001, Sikkim,YUKSOM,YUKS,27,22,37.78322,27 22 37.7832246385757,88,13,17.49785,88 13 17.4978483554961,1715.46423,West Bengal & Sikkim Geo-spatial Directorate,Hexagon
50965A001,Arunanchal Pradesh,YUPIA,YUPI,27,8,43.64307863,27 8 43.643078628,93,43,15.97670039,93 43 15.976700394,173.147706,Meghalaya and Arunachal Pradesh Geo-spatial Directorate,Trimble
50966A001,Ladakh,ZANGLA,ZANG,33,39,7.7486,33 39 7.74860079574398,76,58,52.641828,76 58 52.6418280110116,3428.830584,Jammu & Kashmir and Ladakh Geo-spatial Directorate,Hexagon
50967A001,Arunanchal Pradesh,ZIRO,ZIRO,27,32,18.2702512,27 32 18.270251202,93,48,49.83536959,93 48 49.83536959,1534.079908,Meghalaya and Arunachal Pradesh Geo-spatial Directorate,Trimble
